customer_id,tenure_months,contract,plan,monthly_fee,support_tickets_90d,autopay,logins_30d,churned
U11116,46,monthly,basic,50.6,2,1,8,0
U11117,44,monthly,basic,69.46,0,0,24,0
U11118,26,monthly,standard,54.95,1,1,26,0
U11119,57,two_year,basic,38.42,2,1,14,0
U11120,30,monthly,basic,81.33,1,1,15,0
U11121,59,monthly,premium,73.42,1,1,7,0
U11122,36,monthly,basic,78.84,1,1,17,0
U11123,46,monthly,basic,73.31,3,1,2,1
U11124,32,monthly,standard,62.8,1,1,5,0
U11125,11,one_year,basic,43.86,2,0,4,1
U11126,13,monthly,premium,69.54,1,1,5,0
U11127,61,one_year,standard,53.86,2,0,14,0
U11128,4,monthly,standard,96.45,0,1,21,1
U11129,48,monthly,standard,109.87,1,0,20,0
U11130,56,monthly,premium,23.71,0,0,18,0
U11131,59,one_year,standard,64.75,1,0,14,0
U11132,24,one_year,standard,53.66,0,1,8,0
U11133,34,monthly,basic,70.69,0,1,6,0
U11134,47,two_year,standard,106.74,0,1,7,0
U11135,62,monthly,basic,85.03,0,1,21,0
U11136,42,one_year,basic,15.28,2,1,4,0
U11137,57,monthly,basic,91.61,1,1,18,0
U11138,8,monthly,basic,50.52,1,0,13,1
U11139,24,one_year,basic,72.15,1,1,9,0
U11140,54,monthly,premium,47.89,1,0,7,1
U11141,11,monthly,standard,47.16,1,1,14,0
U11142,70,one_year,premium,48.58,1,1,21,0
U11143,45,one_year,premium,68.39,0,0,1,0
U11144,11,one_year,standard,103.79,4,1,26,1
U11145,15,one_year,basic,55.57,0,0,6,0
U11146,10,monthly,basic,54.4,0,1,9,0
U11147,25,two_year,basic,37.46,1,1,12,0
U11148,8,monthly,premium,57.4,0,1,13,0
U11149,17,monthly,premium,67.56,1,1,22,0
U11150,54,one_year,basic,49.67,2,0,3,0
U11151,28,monthly,basic,81.19,0,1,7,0
U11152,43,monthly,premium,49.77,1,1,6,0
U11153,26,one_year,standard,62.19,1,1,8,0
U11154,31,one_year,standard,,2,1,13,0
U11155,50,two_year,standard,122.18,1,1,1,0
U11156,35,monthly,basic,122.74,2,0,2,0
U11157,44,two_year,standard,49.42,1,0,8,0
U11158,66,monthly,standard,55.02,2,1,30,0
U11159,13,one_year,premium,38.61,0,1,12,0
U11160,16,two_year,standard,42.82,0,0,21,0
U11161,47,monthly,standard,58.85,0,0,18,0
U11162,15,monthly,standard,91.85,2,1,14,1
U11163,54,monthly,basic,97.45,3,0,5,0
U11164,55,monthly,premium,48.96,2,0,8,0
U11165,33,two_year,basic,58.1,4,0,7,0
U11166,13,one_year,standard,89.23,2,0,10,0
U11167,3,monthly,standard,94.37,2,0,7,0
U11168,55,one_year,standard,72.87,1,0,11,0
U11169,57,monthly,premium,48.53,1,1,14,0
U11170,27,monthly,basic,72.62,0,1,13,0
U11171,52,one_year,standard,111.0,2,0,1,0
U11172,2,monthly,basic,111.07,2,0,2,1
U11173,5,monthly,basic,65.24,2,1,1,0
U11174,36,monthly,basic,35.8,2,0,14,0
U11175,20,two_year,premium,54.4,1,0,16,0
U11176,8,monthly,standard,25.2,1,0,14,1
U11177,54,monthly,standard,67.41,2,1,13,0
U11178,30,monthly,standard,57.72,0,0,4,0
U11179,46,two_year,premium,56.01,0,0,13,0
U11180,34,one_year,premium,79.03,1,0,13,0
U11181,11,monthly,standard,56.19,0,1,4,1
U11182,64,two_year,basic,91.35,1,0,11,0
U11183,25,monthly,basic,62.03,3,1,24,1
U11184,14,monthly,standard,70.23,1,1,5,0
U11185,4,monthly,basic,91.8,1,0,11,0
U11186,47,monthly,premium,33.31,1,0,4,0
U11187,64,monthly,standard,112.98,1,0,15,0
U11188,25,monthly,premium,61.26,0,0,6,0
U11189,56,monthly,premium,41.76,0,0,25,0
U11190,46,one_year,standard,75.54,1,0,14,0
U11191,18,monthly,standard,,1,0,13,0
U11192,16,monthly,basic,54.82,1,0,21,1
U11193,30,monthly,standard,83.95,0,0,16,0
U11194,7,one_year,premium,99.02,0,1,8,0
U11195,53,monthly,standard,101.07,1,1,10,0
U11196,68,monthly,standard,75.63,1,0,4,0
U11197,38,one_year,premium,37.91,2,0,16,0
U11198,8,monthly,basic,55.77,0,0,23,0
U11199,8,monthly,basic,102.39,1,0,26,1
U11200,4,one_year,basic,34.58,0,0,14,0
U11201,56,one_year,premium,96.08,3,1,20,0
U11202,19,two_year,standard,72.33,1,0,10,0
U11203,51,one_year,basic,77.35,0,1,11,0
U11204,11,one_year,premium,70.61,1,0,9,0
U11205,2,monthly,basic,44.67,0,1,2,0
U11206,6,monthly,standard,124.69,0,1,4,0
U11207,61,two_year,premium,32.74,1,0,12,0
U11208,7,monthly,standard,61.36,2,1,22,0
U11209,34,two_year,basic,30.37,2,1,16,0
U11210,9,one_year,basic,73.97,2,1,5,0
U11211,42,monthly,standard,77.72,2,0,5,0
U11212,37,monthly,premium,15.0,0,0,4,0
U11213,49,two_year,premium,75.67,0,0,32,0
U11214,36,one_year,basic,60.97,3,1,16,0
U11215,64,monthly,standard,85.22,2,1,33,0
U11216,66,two_year,basic,64.92,0,1,57,0
U11217,36,monthly,basic,39.44,0,1,13,0
U11218,29,monthly,premium,65.08,3,1,26,1
U11219,18,two_year,basic,47.92,1,1,28,0
U11220,44,monthly,premium,83.9,1,1,12,0
U11221,29,one_year,basic,100.93,2,0,13,0
U11222,68,monthly,basic,102.73,1,1,4,0
U11223,63,one_year,premium,60.95,1,0,29,0
U11224,13,monthly,premium,41.43,1,1,10,0
U11225,45,monthly,basic,62.96,2,0,29,0
U11226,24,one_year,basic,96.68,0,1,5,0
U11227,39,monthly,basic,73.32,1,1,12,0
U11228,17,two_year,basic,94.61,2,1,20,0
U11229,40,monthly,basic,62.31,0,0,15,0
U11230,35,one_year,standard,65.34,3,1,4,0
U11231,35,monthly,standard,73.47,1,1,14,0
U11232,18,monthly,basic,87.07,1,0,7,0
U11233,67,monthly,standard,150.0,2,1,2,1
U11234,27,monthly,standard,106.31,3,0,7,1
U11235,68,one_year,basic,60.73,1,1,9,0
U11236,12,monthly,standard,75.07,3,1,16,1
U11237,25,monthly,basic,51.67,2,0,14,0
U11238,10,monthly,basic,89.2,2,0,14,0
U11239,1,two_year,basic,80.85,2,1,7,0
U11240,67,two_year,standard,59.31,1,0,11,0
U11241,12,monthly,basic,69.68,2,1,14,0
U11242,23,one_year,standard,56.66,0,0,3,0
U11243,18,two_year,standard,55.44,2,0,9,0
U11244,32,one_year,standard,,1,1,7,0
U11245,30,two_year,premium,64.62,0,0,12,0
U11246,53,one_year,standard,47.37,2,0,31,0
U11247,49,two_year,standard,37.71,3,0,15,0
U11248,59,monthly,standard,44.96,2,1,16,0
U11249,48,one_year,standard,41.55,1,0,18,0
U11250,17,two_year,standard,85.99,1,1,13,0
U11251,34,one_year,premium,46.95,1,0,2,0
U11252,29,two_year,standard,70.75,0,1,18,0
U11253,66,monthly,basic,67.31,0,0,13,0
U11254,23,one_year,basic,,1,1,8,0
U11255,8,one_year,basic,37.25,0,1,6,0
U11256,18,monthly,standard,48.82,2,0,17,1
U11257,30,monthly,standard,85.36,1,1,17,1
U11258,60,two_year,basic,81.4,0,0,17,0
U11259,58,monthly,standard,46.88,0,1,35,0
U11260,53,monthly,premium,102.62,0,0,5,0
U11261,49,two_year,standard,72.2,1,0,12,0
U11262,68,two_year,standard,62.27,0,1,25,0
U11263,39,two_year,standard,70.68,0,0,10,0
U11264,65,one_year,basic,40.15,1,0,27,0
U11265,50,two_year,premium,71.33,1,1,10,0
U11266,3,monthly,standard,68.27,1,0,3,1
U11267,1,monthly,basic,128.04,1,1,13,1
U11268,13,monthly,premium,55.82,0,0,38,0
U11269,51,two_year,standard,65.91,0,0,3,0
U11270,34,two_year,standard,23.23,1,0,13,0
U11271,37,two_year,standard,28.37,0,1,22,0
U11272,43,monthly,basic,59.92,2,1,13,0
U11273,61,two_year,basic,112.8,0,1,9,0
U11274,5,monthly,basic,51.57,0,0,5,0
U11275,13,monthly,standard,80.73,2,0,13,1
U11276,58,one_year,standard,65.56,3,1,16,0
U11277,29,one_year,basic,77.41,0,0,13,0
U11278,36,monthly,basic,92.52,2,1,6,1
U11279,70,monthly,premium,59.7,0,1,5,0
U11280,16,monthly,basic,72.12,0,0,21,0
U11281,23,monthly,basic,61.18,1,0,3,1
U11282,3,one_year,basic,16.41,1,0,2,0
U11283,49,monthly,basic,76.65,2,1,16,0
U11284,64,two_year,standard,67.46,0,1,2,0
U11285,66,monthly,standard,65.07,1,0,20,0
U11286,47,monthly,standard,86.83,1,0,9,1
U11287,39,two_year,standard,54.92,2,0,22,0
U11288,37,one_year,basic,101.34,0,0,3,0
U11289,37,one_year,standard,63.31,0,1,17,0
U11290,54,monthly,standard,43.4,0,0,3,0
U11291,37,monthly,standard,74.5,0,1,2,0
U11292,54,one_year,premium,114.44,1,0,10,0
U11293,18,monthly,basic,50.27,0,0,7,0
U11294,69,one_year,basic,69.51,0,1,4,0
U11295,37,two_year,standard,24.27,0,1,2,0
U11296,42,one_year,basic,97.15,0,1,10,0
U11297,51,one_year,basic,38.45,1,1,9,0
U11298,63,two_year,basic,38.07,1,0,5,0
U11299,36,monthly,basic,61.0,3,0,4,0
U11300,67,monthly,basic,44.82,0,1,32,0
U11301,23,one_year,basic,61.02,1,1,18,0
U11302,40,one_year,basic,35.89,0,0,4,0
U11303,29,one_year,standard,51.41,0,1,1,0
U11304,8,monthly,basic,69.47,1,0,4,0
U11305,7,one_year,premium,90.49,0,1,4,0
U11306,33,one_year,standard,42.32,1,1,23,0
U11307,1,two_year,standard,27.56,2,0,13,0
U11308,54,one_year,standard,52.48,0,1,8,0
U11309,67,two_year,basic,68.1,0,0,11,0
U11310,40,monthly,standard,58.72,0,0,39,0
U11311,27,monthly,standard,71.75,2,1,7,1
U11312,57,one_year,basic,51.19,0,1,8,0
U11313,52,two_year,standard,69.86,3,1,8,0
U11314,53,monthly,standard,93.05,0,1,10,0
U11315,48,monthly,basic,39.55,0,0,12,0
U11316,29,two_year,standard,60.15,0,0,5,0
U11317,20,two_year,standard,64.89,1,1,22,0
U11318,16,monthly,basic,53.76,2,0,19,1
U11319,22,monthly,standard,49.61,0,1,8,0
U11320,64,one_year,premium,15.0,1,0,4,0
U11321,47,one_year,premium,47.74,2,1,10,0
U11322,42,monthly,standard,64.94,0,1,12,0
U11323,36,monthly,standard,67.72,0,1,10,0
U11324,33,monthly,standard,105.38,1,1,15,1
U11325,47,two_year,basic,29.86,1,0,20,0
U11326,43,one_year,basic,20.05,0,1,6,0
U11327,41,one_year,standard,64.58,1,0,17,0
U11328,23,one_year,basic,52.54,1,1,19,0
U11329,34,two_year,basic,76.32,4,0,1,0
U11330,30,monthly,standard,45.17,1,0,23,0
U11331,45,two_year,premium,37.52,2,1,1,0
U11332,8,monthly,standard,60.44,2,0,13,1
U11333,33,monthly,standard,51.36,1,1,2,0
U11334,56,two_year,premium,87.67,1,0,10,0
U11335,5,one_year,premium,48.29,1,0,33,1
U11336,51,two_year,basic,55.16,3,1,17,0
U11337,38,two_year,premium,59.08,0,0,16,0
U11338,45,monthly,basic,38.27,2,1,16,0
U11339,68,monthly,premium,18.26,2,1,15,0
U11340,58,one_year,standard,61.76,3,0,1,0
U11341,53,monthly,standard,64.14,5,0,12,0
U11342,36,monthly,basic,43.72,0,1,13,0
U11343,19,monthly,standard,62.18,1,0,12,1
U11344,42,monthly,basic,35.81,2,1,7,0
U11345,36,one_year,standard,63.07,1,1,12,0
U11346,15,monthly,premium,46.99,0,1,7,0
U11347,8,one_year,basic,33.24,1,1,11,0
U11348,25,monthly,basic,78.44,3,1,9,0
U11349,48,one_year,basic,96.37,1,0,9,0
U11350,49,monthly,standard,65.29,1,1,1,0
U11351,27,monthly,basic,77.76,2,1,9,0
U11352,20,monthly,basic,112.53,3,1,23,1
U11353,42,two_year,standard,75.82,0,0,14,0
U11354,34,monthly,premium,105.42,2,0,1,1
U11355,70,monthly,standard,61.12,3,1,8,0
U11356,54,monthly,standard,45.22,2,0,27,0
U11357,44,monthly,standard,111.57,1,1,9,1
U11358,19,one_year,standard,25.19,2,0,4,0
U11359,57,monthly,basic,30.18,0,1,9,0
U11360,14,one_year,standard,79.01,0,0,25,0
U11361,1,monthly,basic,70.09,2,0,25,0
U11362,51,one_year,basic,34.77,0,1,7,0
U11363,23,monthly,premium,89.2,1,0,6,0
U11364,48,one_year,basic,66.03,5,0,1,1
U11365,42,two_year,standard,51.68,2,1,12,0
U11366,67,monthly,premium,66.73,1,0,21,0
U11367,14,monthly,basic,63.16,0,1,32,0
U11368,8,two_year,basic,47.66,0,0,20,0
U11369,39,monthly,premium,67.5,2,1,4,1
U11370,67,two_year,premium,44.82,2,1,14,0
U11371,25,monthly,standard,72.33,0,0,7,1
U11372,62,monthly,standard,102.08,2,1,10,0
U11373,34,two_year,basic,85.0,1,1,17,0
U11374,13,two_year,premium,73.84,0,1,18,0
U11375,7,one_year,basic,64.86,1,1,22,0
U11376,31,one_year,basic,122.23,3,0,10,0
U11377,51,monthly,basic,54.09,3,1,34,0
U11378,12,two_year,premium,33.54,3,1,7,0
U11379,19,two_year,standard,76.82,1,0,2,1
U11380,38,one_year,basic,60.46,2,1,7,0
U11381,24,one_year,premium,72.51,0,1,2,0
U11382,64,one_year,standard,48.53,0,1,24,0
U11383,12,monthly,premium,15.0,3,1,19,1
U11384,38,two_year,basic,65.87,1,0,4,0
U11385,18,one_year,basic,93.69,2,0,4,0
U11386,71,two_year,basic,29.92,1,1,19,0
U11387,11,two_year,standard,72.8,0,0,7,0
U11388,32,one_year,standard,84.89,3,1,16,0
U11389,71,two_year,basic,69.45,0,0,12,0
U11390,18,monthly,standard,94.77,1,0,6,0
U11391,58,two_year,basic,67.45,0,1,51,0
U11392,63,one_year,standard,22.02,3,1,2,0
U11393,54,monthly,basic,32.44,2,0,24,0
U11394,16,monthly,basic,29.75,0,0,2,0
U11395,7,two_year,basic,81.52,1,1,7,0
U11396,54,one_year,standard,63.99,4,0,3,0
U11397,18,two_year,basic,74.39,0,1,4,0
U11398,47,one_year,standard,55.48,1,0,9,0
U11399,66,monthly,standard,31.13,2,0,4,0
U11400,38,two_year,basic,67.78,0,0,14,0
U11401,64,monthly,basic,82.18,1,0,5,0
U11402,22,one_year,basic,87.61,0,0,25,0
U11403,13,two_year,basic,54.47,5,1,10,0
U11404,45,monthly,basic,94.94,2,1,12,0
U11405,43,two_year,basic,69.87,1,1,4,0
U11406,46,one_year,basic,61.36,1,1,8,0
U11407,48,monthly,premium,108.74,1,0,3,0
U11408,54,monthly,basic,68.19,2,0,9,0
U11409,30,two_year,premium,57.52,0,0,21,0
U11410,4,monthly,premium,81.54,1,0,5,0
U11411,24,monthly,basic,86.6,2,0,0,1
U11412,23,two_year,standard,67.25,1,0,29,0
U11413,19,monthly,basic,63.79,1,0,25,0
U11414,1,monthly,premium,22.71,3,1,16,1
U11415,51,monthly,premium,68.67,1,0,17,0
U11416,68,monthly,standard,25.1,3,1,30,0
U11417,24,one_year,premium,29.0,0,0,12,0
U11418,29,monthly,standard,64.0,1,0,8,0
U11419,52,two_year,premium,40.51,2,0,13,0
U11420,63,monthly,basic,39.76,0,1,4,0
U11421,2,one_year,premium,47.34,0,0,21,0
U11422,67,monthly,premium,56.47,0,0,12,0
U11423,38,monthly,basic,64.38,1,0,1,0
U11424,35,two_year,premium,36.9,1,1,11,0
U11425,63,monthly,basic,74.49,1,0,22,0
U11426,61,one_year,standard,87.15,0,1,6,0
U11427,9,monthly,premium,68.48,1,1,7,1
U11428,65,monthly,basic,53.61,2,0,14,0
U11429,1,one_year,basic,62.54,1,1,18,0
U11430,36,one_year,standard,78.87,0,0,18,0
U11431,52,monthly,standard,47.66,1,0,11,0
U11432,2,one_year,standard,64.98,2,1,31,1
U11433,14,monthly,standard,23.93,1,0,10,1
U11434,35,one_year,basic,61.66,2,0,13,0
U11435,41,two_year,standard,68.13,1,1,4,0
U11436,71,two_year,basic,109.56,0,0,10,0
U11437,1,two_year,standard,97.97,4,1,21,1
U11438,17,monthly,premium,99.45,1,1,32,1
U11439,36,monthly,standard,40.55,1,0,5,0
U11440,36,two_year,premium,47.77,2,0,9,0
U11441,30,one_year,basic,94.07,0,1,29,0
U11442,67,monthly,basic,71.21,3,0,8,0
U11443,2,monthly,basic,47.89,1,0,1,1
U11444,62,monthly,standard,18.8,0,0,10,0
U11445,21,monthly,standard,78.7,1,1,7,0
U11446,13,two_year,standard,56.12,0,1,8,0
U11447,33,one_year,premium,38.93,1,0,5,0
U11448,42,two_year,standard,77.8,0,0,2,0
U11449,37,two_year,standard,70.05,1,0,9,0
U11450,40,two_year,premium,83.22,1,1,4,0
U11451,23,monthly,basic,77.29,1,1,5,0
U11452,49,monthly,premium,54.0,2,0,16,0
U11453,47,two_year,premium,37.52,0,1,1,0
U11454,65,two_year,basic,84.06,0,0,17,0
U11455,54,two_year,standard,93.47,2,1,15,0
U11456,60,monthly,basic,68.25,4,1,32,0
U11457,8,one_year,basic,57.0,0,1,30,0
U11458,46,two_year,premium,82.99,2,0,2,0
U11459,65,one_year,standard,74.55,2,1,31,0
U11460,37,monthly,basic,85.83,1,1,20,0
U11461,26,one_year,premium,54.6,2,0,17,0
U11462,50,monthly,basic,64.73,3,1,10,0
U11463,43,monthly,standard,36.41,1,1,7,0
U11464,37,one_year,standard,36.11,1,1,18,0
U11465,66,two_year,standard,42.62,3,1,3,0
U11466,2,one_year,basic,67.29,2,0,6,1
U11467,49,monthly,basic,76.97,1,1,3,0
U11468,18,two_year,basic,116.49,0,1,10,0
U11469,31,two_year,premium,49.93,1,0,25,0
U11470,70,one_year,standard,49.73,1,0,6,0
U11471,54,one_year,standard,92.79,1,1,3,0
U11472,11,monthly,premium,27.33,2,1,4,0
U11473,24,monthly,standard,40.08,3,0,22,1
U11474,31,one_year,standard,72.69,1,0,23,0
U11475,3,monthly,basic,69.83,0,0,7,0
U11476,7,monthly,basic,41.37,2,0,19,1
U11477,48,one_year,standard,101.3,1,0,2,1
U11478,65,two_year,basic,98.29,0,0,5,0
U11479,28,monthly,standard,39.81,1,1,4,0
U11480,40,monthly,basic,45.85,0,1,12,0
U11481,61,monthly,standard,29.24,1,1,7,0
U11482,10,monthly,standard,69.32,0,0,12,1
U11483,3,one_year,standard,59.35,1,0,5,0
U11484,22,one_year,premium,54.27,1,1,11,0
U11485,51,two_year,premium,126.01,2,0,15,0
U11486,20,monthly,premium,69.68,1,0,12,0
U11487,32,monthly,standard,29.26,1,1,7,0
U11488,10,monthly,standard,44.64,0,1,5,0
U11489,3,one_year,basic,68.5,0,1,7,0
U11490,54,monthly,basic,63.42,1,0,0,0
U11491,29,monthly,basic,82.18,1,1,2,1
U11492,28,one_year,standard,74.71,1,0,9,0
U11493,58,one_year,standard,,2,1,2,0
U11494,51,one_year,basic,103.33,1,1,3,0
U11495,63,one_year,premium,93.7,5,0,9,0
U11496,20,two_year,standard,96.72,1,0,13,1
U11497,46,monthly,basic,32.01,3,1,7,0
U11498,59,two_year,standard,59.03,2,0,15,0
U11499,51,monthly,basic,79.07,1,1,31,0
U11500,39,monthly,basic,95.47,2,0,11,0
U11501,63,two_year,standard,44.04,4,1,10,0
U11502,31,monthly,standard,97.21,1,0,13,0
U11503,67,monthly,standard,40.5,1,1,6,0
U11504,38,one_year,premium,,1,0,9,0
U11505,37,one_year,premium,99.14,1,1,8,0
U11506,31,monthly,basic,54.75,1,0,9,0
U11507,3,monthly,standard,74.49,0,1,12,0
U11508,23,one_year,premium,32.28,1,1,5,0
U11509,47,two_year,standard,70.71,2,1,13,0
U11510,7,monthly,standard,82.15,0,0,23,0
U11511,4,monthly,basic,73.65,1,0,16,0
U11512,25,monthly,standard,67.4,1,0,15,0
U11513,5,one_year,basic,51.6,1,0,2,0
U11514,68,one_year,premium,31.55,0,1,1,0
U11515,36,one_year,standard,70.66,0,1,7,0
U11516,24,two_year,standard,43.26,4,1,1,0
U11517,44,two_year,basic,59.6,0,0,12,0
U11518,48,one_year,basic,49.63,0,0,9,0
U11519,7,monthly,premium,91.14,0,0,20,0
U11520,35,monthly,basic,89.23,5,0,4,0
U11521,46,monthly,premium,103.4,3,0,26,0
U11522,33,two_year,standard,75.46,0,1,13,0
U11523,53,one_year,basic,31.45,2,0,31,0
U11524,2,two_year,basic,60.02,2,0,14,0
U11525,66,monthly,standard,48.81,2,0,5,0
U11526,46,two_year,premium,25.82,0,0,18,0
U11527,32,monthly,premium,59.82,0,1,5,0
U11528,64,monthly,basic,35.72,2,1,6,0
U11529,69,monthly,standard,118.17,2,1,13,0
U11530,53,two_year,premium,130.69,1,0,13,0
U11531,15,monthly,basic,48.32,2,0,7,1
U11532,26,two_year,standard,79.24,0,1,8,0
U11533,41,monthly,basic,59.88,1,0,5,0
U11534,50,one_year,basic,67.37,1,0,40,0
U11535,17,monthly,premium,64.92,1,1,6,0
U11536,21,two_year,basic,75.09,1,0,11,0
U11537,26,monthly,basic,59.34,1,0,19,0
U11538,30,monthly,basic,82.34,0,1,19,0
U11539,18,one_year,basic,15.0,1,1,3,0
U11540,40,monthly,basic,43.24,0,0,13,0
U11541,71,two_year,standard,97.03,0,0,1,0
U11542,43,one_year,standard,69.23,3,1,1,1
U11543,68,monthly,premium,69.26,0,0,20,0
U11544,14,monthly,basic,68.33,2,1,27,0
U11545,41,monthly,basic,29.57,2,0,12,0
U11546,39,two_year,premium,47.72,2,0,21,0
U11547,6,monthly,basic,84.21,6,1,2,1
U11548,13,monthly,standard,73.52,1,1,6,0
U11549,16,monthly,standard,24.81,2,1,12,0
U11550,38,two_year,standard,106.21,0,0,7,0
U11551,12,monthly,basic,101.26,0,1,25,0
U11552,4,monthly,standard,40.51,2,0,11,1
U11553,21,monthly,standard,77.19,0,1,3,0
U11554,35,monthly,basic,31.1,2,1,6,0
U11555,32,monthly,basic,31.69,0,0,43,0
U11556,70,one_year,basic,17.87,1,0,6,0
U11557,28,one_year,standard,105.57,4,1,12,0
U11558,4,one_year,basic,97.74,1,0,24,0
U11559,32,two_year,basic,103.94,1,0,24,0
U11560,3,two_year,premium,21.99,0,0,10,0
U11561,57,one_year,basic,82.19,5,0,11,0
U11562,9,monthly,premium,41.65,1,1,8,0
U11563,31,monthly,standard,114.12,0,1,18,0
U11564,13,one_year,standard,102.38,2,1,7,0
U11565,37,one_year,basic,92.45,1,1,3,1
U11566,66,one_year,premium,103.93,0,0,5,0
U11567,35,monthly,premium,85.76,1,0,7,0
U11568,32,monthly,standard,80.45,0,0,3,0
U11569,19,monthly,standard,58.48,2,1,21,0
U11570,20,two_year,standard,64.61,0,0,11,0
U11571,43,two_year,basic,72.84,2,1,8,0
U11572,22,monthly,basic,53.65,1,1,10,0
U11573,13,two_year,premium,34.01,0,0,9,0
U11574,69,monthly,basic,74.15,1,0,14,0
U11575,8,one_year,premium,36.16,5,0,10,0
U11576,34,two_year,premium,109.15,2,0,22,0
U11577,42,two_year,premium,113.44,1,0,8,0
U11578,7,one_year,basic,89.55,3,0,13,1
U11579,50,one_year,basic,61.83,3,1,5,0
U11580,58,monthly,basic,81.96,1,1,3,0
U11581,8,two_year,standard,79.32,0,1,13,0
U11582,30,two_year,standard,98.52,1,1,29,0
U11583,36,monthly,basic,18.75,1,0,23,0
U11584,71,two_year,premium,113.05,0,0,11,0
U11585,9,monthly,basic,91.37,2,0,16,1
U11586,57,monthly,standard,83.18,1,1,19,0
U11587,25,monthly,standard,54.94,0,0,13,0
U11588,61,monthly,standard,43.02,0,0,2,0
U11589,47,one_year,standard,83.76,3,1,12,0
U11590,18,one_year,standard,55.62,0,1,5,0
U11591,48,monthly,standard,15.0,1,0,14,0
U11592,38,one_year,basic,42.25,0,1,5,0
U11593,30,monthly,premium,61.08,2,0,8,0
U11594,67,monthly,standard,24.42,1,1,11,0
U11595,59,two_year,premium,29.78,2,0,21,0
U11596,54,monthly,basic,79.25,0,0,18,0
U11597,61,one_year,basic,43.32,2,1,6,0
U11598,30,one_year,basic,60.05,3,1,5,0
U11599,15,one_year,basic,85.16,1,1,15,0
U11600,46,monthly,basic,50.14,0,1,12,0
U11601,67,monthly,basic,61.27,3,0,5,0
U11602,40,two_year,standard,96.76,0,1,7,0
U11603,18,monthly,premium,104.24,0,0,20,0
U11604,60,one_year,standard,15.0,1,0,3,0
U11605,65,monthly,basic,79.34,1,0,28,0
U11606,14,one_year,premium,96.36,0,1,0,0
U11607,43,one_year,premium,64.2,1,0,8,1
U11608,66,one_year,basic,64.01,3,0,3,0
U11609,67,monthly,standard,46.82,1,0,7,0
U11610,19,monthly,premium,99.43,0,0,3,0
U11611,24,two_year,basic,57.2,1,1,22,0
U11612,68,monthly,premium,97.1,3,1,30,0
U11613,60,two_year,premium,90.18,0,0,9,0
U11614,57,monthly,standard,38.31,0,1,6,0
U11615,25,two_year,standard,75.62,1,1,37,0
U11616,53,one_year,standard,46.53,0,1,23,0
U11617,50,one_year,basic,81.65,2,0,4,0
U11618,53,monthly,standard,51.22,1,1,8,0
U11619,53,monthly,standard,42.66,1,0,44,0
U11620,37,monthly,standard,95.79,1,1,6,0
U11621,59,one_year,standard,73.05,1,1,8,0
U11622,9,monthly,basic,72.87,0,1,5,0
U11623,45,one_year,standard,87.54,0,1,28,0
U11624,14,monthly,standard,85.59,2,0,18,1
U11625,31,two_year,premium,68.14,2,0,19,0
U11626,70,one_year,basic,65.78,1,0,19,0
U11627,1,monthly,standard,68.53,2,0,7,1
U11628,15,monthly,standard,73.53,2,1,4,1
U11629,52,monthly,standard,70.82,0,0,3,0
U11630,19,one_year,basic,106.17,3,1,4,0
U11631,41,monthly,standard,65.77,0,1,5,0
U11632,47,one_year,basic,63.96,1,0,8,0
U11633,8,two_year,basic,116.73,1,0,4,0
U11634,51,monthly,basic,47.93,1,1,3,0
U11635,50,one_year,premium,78.92,0,0,12,0
U11636,59,monthly,standard,23.39,1,1,12,0
U11637,28,monthly,basic,15.0,0,0,4,1
U11638,54,monthly,standard,41.66,0,1,0,0
U11639,47,monthly,premium,74.89,0,1,5,0
U11640,32,monthly,standard,65.63,1,0,8,0
U11641,33,one_year,basic,107.66,1,0,6,0
U11642,42,one_year,standard,67.98,1,1,17,0
U11643,57,one_year,standard,85.6,5,0,28,0
U11644,47,monthly,basic,61.33,2,1,19,0
U11645,52,one_year,standard,52.78,1,0,17,0
U11646,3,two_year,standard,56.15,2,0,13,0
U11647,63,monthly,standard,48.06,0,0,7,0
U11648,2,two_year,premium,84.98,2,0,4,0
U11649,63,monthly,standard,42.03,2,1,9,0
U11650,49,monthly,basic,55.06,0,1,11,0
U11651,1,two_year,standard,58.88,3,1,9,0
U11652,4,two_year,standard,41.49,1,0,4,0
U11653,44,monthly,basic,106.46,1,0,11,0
U11654,32,monthly,standard,101.57,1,0,13,1
U11655,70,one_year,premium,71.41,4,0,9,0
U11656,4,two_year,standard,85.29,1,0,11,1
U11657,2,two_year,basic,19.34,2,0,5,1
U11658,33,one_year,standard,62.25,0,0,10,0
U11659,54,one_year,standard,99.74,2,0,18,0
U11660,30,monthly,basic,65.99,1,1,17,0
U11661,20,two_year,standard,39.32,0,0,1,0
U11662,21,two_year,basic,39.99,1,0,15,0
U11663,40,one_year,basic,90.05,3,0,14,0
U11664,23,monthly,basic,45.39,4,1,7,0
U11665,6,monthly,premium,89.26,4,0,12,1
U11666,12,two_year,basic,26.09,1,0,10,0
U11667,47,two_year,basic,76.27,0,0,18,0
U11668,45,monthly,standard,80.32,0,1,15,0
U11669,61,monthly,basic,70.91,0,1,5,0
U11670,22,two_year,basic,64.0,4,0,41,1
U11671,54,two_year,standard,81.97,0,1,7,0
U11672,33,monthly,standard,54.12,1,0,26,0
U11673,51,monthly,basic,71.52,4,0,11,0
